Feelings	Functions	Attributes	Numbers
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation, Horizontal Circulation,  Facilities, Work, Exhibiting,  Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 63.410677, Y Length = 98.292532, Height = 90.829091, Number of Points = 44.578115, Distribution Seed = 37.651564, Mesh Relaxation = 0.101955, Smooth Level = 1, 	81
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 39.45645, Y Length = 12.3206, Height = 45.992794, Number of Points = 59.584134, Distribution Seed = 12.148521, Mesh Relaxation = 0.820218, Smooth Level = 2, 	82
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation, Horizontal Circulation,  Facilities, Work,    Arts Space,  	X LENGTH = 16.913016, Y Length = 99.553777, Height = 72.801499, Number of Points = 67.721914, Distribution Seed = 34.209211, Mesh Relaxation = 0.505813, Smooth Level = 1, 	83
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 35.223739, Y Length = 61.791321, Height = 68.816585, Number of Points = 59.473065, Distribution Seed = 31.696718, Mesh Relaxation = 0.708621, Smooth Level = 2, 	84
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Anticipation, Focus, 	          	X LENGTH = 93.978101, Y Length = 69.565549, Height = 15.321646, Number of Points = 89.837034, Distribution Seed = 78.693376, Mesh Relaxation = 0.592017, Smooth Level = 1, 	85
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 35.278829, Y Length = 96.022753, Height = 99.375743, Number of Points = 32.703907, Distribution Seed = 72.993577, Mesh Relaxation = 0.997802, Smooth Level = 1, 	86
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 32.045532, Y Length = 77.437255, Height = 10.987861, Number of Points = 25.609315, Distribution Seed = 54.068849, Mesh Relaxation = 0.782064, Smooth Level = 1, 	87
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,  Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 12.217488, Y Length = 99.986703, Height = 65.401368, Number of Points = 55.681379, Distribution Seed = 77.251, Mesh Relaxation = 0.1839, Smooth Level = 1, 	88
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 75.907431, Y Length = 48.553171, Height = 38.486603, Number of Points = 13.639083, Distribution Seed = 62.885068, Mesh Relaxation = 0.074664, Smooth Level = 1, 	89
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 28.948543, Y Length = 37.08862, Height = 45.820768, Number of Points = 63.982768, Distribution Seed = 16.78544, Mesh Relaxation = 0.466867, Smooth Level = 2, 	90
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 58.958315, Y Length = 96.211762, Height = 22.84494, Number of Points = 21.248166, Distribution Seed = 84.835482, Mesh Relaxation = 0.188845, Smooth Level = 1, 	91
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 49.000892, Y Length = 78.874802, Height = 63.697779, Number of Points = 92.473806, Distribution Seed = 23.841777, Mesh Relaxation = 0.722349, Smooth Level = 1, 	92
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 10.03077, Y Length = 99.818175, Height = 82.575662, Number of Points = 91.896407, Distribution Seed = 70.793437, Mesh Relaxation = 0.206998, Smooth Level = 1, 	93
Pensiveness, Joy, Ecstasy, Admiration, Trust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 25.379888, Y Length = 38.528572, Height = 52.79994, Number of Points = 53.002766, Distribution Seed = 79.348925, Mesh Relaxation = 0.317107, Smooth Level = 1, 	94
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	  Vertical Circulation,        	X LENGTH = 42.506833, Y Length = 49.081695, Height = 97.939631, Number of Points = 69.440935, Distribution Seed = 86.860495, Mesh Relaxation = 0.917154, Smooth Level = 1, 	95
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 46.470733, Y Length = 43.215209, Height = 17.444212, Number of Points = 50.998975, Distribution Seed = 89.21178, Mesh Relaxation = 0.001035, Smooth Level = 2, 	96
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 91.847386, Y Length = 49.124049, Height = 94.489707, Number of Points = 76.24238, Distribution Seed = 88.662282, Mesh Relaxation = 0.812922, Smooth Level = 1, 	97
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation, Horizontal Circulation,   Work,      	X LENGTH = 31.42561, Y Length = 16.48016, Height = 90.430273, Number of Points = 64.842845, Distribution Seed = 69.229165, Mesh Relaxation = 0.057592, Smooth Level = 1, 	98
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	  Vertical Circulation,        	X LENGTH = 40.94163, Y Length = 24.656626, Height = 73.827454, Number of Points = 50.571853, Distribution Seed = 63.001076, Mesh Relaxation = 0.747516, Smooth Level = 1, 	99
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 69.360315, Y Length = 84.226534, Height = 53.955113, Number of Points = 29.526021, Distribution Seed = 94.899362, Mesh Relaxation = 0.537979, Smooth Level = 2, 	100
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Fear, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 46.40945, Y Length = 18.340524, Height = 54.321093, Number of Points = 21.77655, Distribution Seed = 52.069635, Mesh Relaxation = 0.917119, Smooth Level = 1, 	101
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 12.251829, Y Length = 49.639859, Height = 89.164547, Number of Points = 12.181647, Distribution Seed = 34.707792, Mesh Relaxation = 0.293341, Smooth Level = 1, 	102
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 73.301266, Y Length = 57.448521, Height = 24.386398, Number of Points = 64.111554, Distribution Seed = 35.499377, Mesh Relaxation = 0.999787, Smooth Level = 1, 	103
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	          	X LENGTH = 31.203469, Y Length = 34.703066, Height = 26.634758, Number of Points = 24.15809, Distribution Seed = 66.787972, Mesh Relaxation = 0.335181, Smooth Level = 1, 	104
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	  Vertical Circulation,        	X LENGTH = 64.483503, Y Length = 49.967076, Height = 53.085085, Number of Points = 65.671787, Distribution Seed = 67.617377, Mesh Relaxation = 0.614063, Smooth Level = 1, 	105
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Anticipation, Focus, 	          	X LENGTH = 95.051278, Y Length = 32.895423, Height = 94.18989, Number of Points = 9.673605, Distribution Seed = 82.332395, Mesh Relaxation = 0.415299, Smooth Level = 2, 	106
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 39.174496, Y Length = 44.442385, Height = 93.706707, Number of Points = 49.453671, Distribution Seed = 1.107058, Mesh Relaxation = 0.557506, Smooth Level = 1, 	107
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 64.368167, Y Length = 36.338969, Height = 50.362155, Number of Points = 39.840906, Distribution Seed = 24.597107, Mesh Relaxation = 0.973248, Smooth Level = 1, 	108
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 59.358562, Y Length = 72.150874, Height = 54.707622, Number of Points = 82.299755, Distribution Seed = 61.051202, Mesh Relaxation = 0.93472, Smooth Level = 2, 	109
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 58.296381, Y Length = 29.475571, Height = 61.582898, Number of Points = 19.618407, Distribution Seed = 58.315717, Mesh Relaxation = 0.693496, Smooth Level = 1, 	110
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	          	X LENGTH = 47.185856, Y Length = 81.67971, Height = 12.741154, Number of Points = 19.242632, Distribution Seed = 9.785177, Mesh Relaxation = 0.775624, Smooth Level = 1, 	111
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 25.904959, Y Length = 94.655978, Height = 24.468906, Number of Points = 75.022254, Distribution Seed = 16.314248, Mesh Relaxation = 0.247519, Smooth Level = 1, 	112
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 80.566254, Y Length = 64.581391, Height = 34.592341, Number of Points = 18.681685, Distribution Seed = 89.399559, Mesh Relaxation = 0.962311, Smooth Level = 1, 	113
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 91.726553, Y Length = 15.165364, Height = 46.086562, Number of Points = 20.37781, Distribution Seed = 72.439664, Mesh Relaxation = 0.316068, Smooth Level = 1, 	114
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,   Work,      	X LENGTH = 70.121772, Y Length = 28.073396, Height = 63.512622, Number of Points = 34.833887, Distribution Seed = 44.620188, Mesh Relaxation = 0.234037, Smooth Level = 1, 	115
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Amazement, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 52.102349, Y Length = 76.268888, Height = 91.378265, Number of Points = 91.464458, Distribution Seed = 17.183353, Mesh Relaxation = 0.824116, Smooth Level = 1, 	116
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 38.834291, Y Length = 32.049314, Height = 41.097886, Number of Points = 49.458066, Distribution Seed = 43.006995, Mesh Relaxation = 0.128878, Smooth Level = 1, 	117
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 44.639605, Y Length = 37.224805, Height = 84.643414, Number of Points = 75.356547, Distribution Seed = 4.634267, Mesh Relaxation = 0.316096, Smooth Level = 1, 	118
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 30.325455, Y Length = 64.439692, Height = 24.400304, Number of Points = 34.205922, Distribution Seed = 25.150182, Mesh Relaxation = 0.042765, Smooth Level = 1, 	119
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 10.532561, Y Length = 91.271456, Height = 73.091026, Number of Points = 99.227186, Distribution Seed = 35.955057, Mesh Relaxation = 0.857606, Smooth Level = 1, 	120
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 97.341256, Y Length = 68.693013, Height = 17.827046, Number of Points = 49.667208, Distribution Seed = 9.828536, Mesh Relaxation = 0.835621, Smooth Level = 1, 	121
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work,    Arts Space, Cafe/Restaurant, 	X LENGTH = 80.108736, Y Length = 76.914472, Height = 28.813889, Number of Points = 56.626923, Distribution Seed = 94.602392, Mesh Relaxation = 0.269431, Smooth Level = 2, 	122
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 45.821301, Y Length = 25.657506, Height = 39.439631, Number of Points = 41.159954, Distribution Seed = 97.854342, Mesh Relaxation = 0.414618, Smooth Level = 2, 	123
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,          	X LENGTH = 84.249916, Y Length = 81.674959, Height = 70.009368, Number of Points = 26.768235, Distribution Seed = 31.246374, Mesh Relaxation = 0.544157, Smooth Level = 2, 	124
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work,      	X LENGTH = 62.033975, Y Length = 50.956715, Height = 51.920103, Number of Points = 41.60478, Distribution Seed = 28.141891, Mesh Relaxation = 0.287145, Smooth Level = 1, 	125
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 63.633906, Y Length = 65.236816, Height = 94.231981, Number of Points = 73.268302, Distribution Seed = 43.445469, Mesh Relaxation = 0.616332, Smooth Level = 1, 	126
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 33.667086, Y Length = 37.877494, Height = 73.753806, Number of Points = 25.935912, Distribution Seed = 63.011203, Mesh Relaxation = 0.458608, Smooth Level = 1, 	127
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 72.694073, Y Length = 74.943056, Height = 99.878567, Number of Points = 48.654084, Distribution Seed = 9.183218, Mesh Relaxation = 0.273558, Smooth Level = 1, 	128
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 60.49882, Y Length = 56.436832, Height = 68.511716, Number of Points = 52.491345, Distribution Seed = 70.545671, Mesh Relaxation = 0.532182, Smooth Level = 1, 	129
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Anger, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 62.751744, Y Length = 96.59863, Height = 19.555406, Number of Points = 69.240424, Distribution Seed = 88.889239, Mesh Relaxation = 0.263022, Smooth Level = 1, 	130
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 64.525767, Y Length = 25.331995, Height = 87.447651, Number of Points = 4.122108, Distribution Seed = 86.921393, Mesh Relaxation = 0.863008, Smooth Level = 2, 	131
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 16.5384, Y Length = 21.42669, Height = 97.591969, Number of Points = 69.343388, Distribution Seed = 62.945842, Mesh Relaxation = 0.465213, Smooth Level = 1, 	132
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	  Vertical Circulation,        	X LENGTH = 79.958335, Y Length = 31.455235, Height = 91.590883, Number of Points = 19.515451, Distribution Seed = 6.470514, Mesh Relaxation = 0.144693, Smooth Level = 1, 	133
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Rage, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 13.690305, Y Length = 13.877657, Height = 27.521908, Number of Points = 83.242525, Distribution Seed = 1.0398, Mesh Relaxation = 0.040046, Smooth Level = 1, 	134
